user_id,signup_date,region,account_type
867,2024-01-03,Asia,Individual
868,2024-01-23,Asia,Individual
869,2024-01-18,Europe,Individual
870,2024-02-07,Europe,Business
871,2024-01-15,South America,Individual
872,2024-03-04,Asia,Individual
873,2024-03-29,North America,Business
874,2024-01-28,Europe,Individual
875,2024-03-14,Asia,Business
876,2024-02-08,Asia,Individual
877,2024-02-26,Europe,Individual
878,2024-01-17,South America,Individual
879,2024-03-26,Europe,Individual
880,2024-03-30,Europe,Business
881,2024-02-13,North America,Individual
882,2024-01-25,North America,Business
883,2024-01-17,South America,Individual
884,2024-01-13,Asia,Individual
885,2024-03-24,Europe,Individual
886,2024-01-25,South America,Individual
887,2024-03-08,North America,Individual
888,2024-01-10,Europe,Business
889,2024-03-07,Asia,Business
890,2024-01-18,North America,Individual
891,2024-03-26,North America,Business
892,2024-02-03,North America,Business
893,2024-01-08,South America,Business
894,2024-02-09,Asia,Individual
895,2024-03-23,Europe,Business
896,2024-02-11,South America,Individual
897,2024-02-10,South America,Business
898,2024-01-06,South America,Individual
899,2024-02-21,North America,Individual
900,2024-01-26,Asia,Business
901,2024-03-04,South America,Individual
902,2024-02-28,Europe,Business
903,2024-02-25,Asia,Business
904,2024-02-28,Europe,Business
905,2024-03-10,Asia,Individual
906,2024-02-02,Europe,Business
907,2024-02-22,North America,Individual
908,2024-01-22,South America,Individual
909,2024-01-21,Europe,Business
910,2024-03-10,Asia,Individual
911,2024-03-10,South America,Individual
912,2024-01-04,South America,Business
913,2024-03-15,Asia,Individual
914,2024-03-02,Europe,Individual
915,2024-03-02,North America,Business
916,2024-01-24,North America,Individual
917,2024-02-24,Europe,Business
918,2024-01-09,South America,Business
919,2024-01-03,South America,Business
920,2024-01-31,South America,Business
921,2024-02-09,South America,Individual
922,2024-02-05,Europe,Individual
923,2024-01-24,South America,Business
924,2024-01-06,Asia,Business
925,2024-03-06,South America,Individual
926,2024-03-24,North America,Individual
927,2024-03-15,South America,Individual
928,2024-01-04,Europe,Individual
929,2024-03-19,North America,Business
930,2024-01-06,Europe,Individual
931,2024-02-20,Europe,Business
932,2024-03-02,North America,Business
933,2024-02-26,Europe,Individual
934,2024-03-06,Europe,Business
935,2024-03-19,South America,Individual
936,2024-03-15,Asia,Individual
937,2024-01-08,Europe,Business
938,2024-01-26,Europe,Business
939,2024-02-20,Europe,Business
940,2024-02-14,South America,Individual
941,2024-02-13,Asia,Individual
942,2024-01-05,North America,Business
943,2024-03-10,South America,Individual
944,2024-01-26,South America,Individual
945,2024-03-08,Asia,Individual
946,2024-01-19,Asia,Business
947,2024-03-24,South America,Individual
948,2024-01-20,North America,Business
949,2024-01-12,South America,Business
950,2024-02-16,Asia,Individual
951,2024-01-01,North America,Individual
952,2024-03-30,Asia,Individual
953,2024-01-14,North America,Business
954,2024-03-04,Europe,Individual
955,2024-02-07,Asia,Individual
956,2024-02-06,Asia,Individual
957,2024-01-11,South America,Business
958,2024-03-17,Asia,Individual
959,2024-01-03,Asia,Business
960,2024-02-02,Europe,Business
961,2024-01-06,Asia,Individual
962,2024-02-19,Europe,Business
963,2024-01-10,Europe,Individual
964,2024-01-05,Europe,Business
965,2024-01-23,Europe,Business
966,2024-01-10,North America,Business
967,2024-02-13,South America,Individual
968,2024-01-02,North America,Individual
969,2024-01-13,Asia,Individual
970,2024-02-09,North America,Individual
971,2024-01-02,North America,Individual
972,2024-03-24,Asia,Individual
973,2024-03-05,Asia,Individual
974,2024-03-03,Asia,Individual
975,2024-03-13,North America,Business
976,2024-01-17,North America,Individual
977,2024-01-09,Asia,Individual
978,2024-03-15,South America,Individual
979,2024-01-15,South America,Individual
980,2024-01-24,Europe,Business
981,2024-02-07,Asia,Individual
982,2024-02-04,Europe,Business
983,2024-02-18,South America,Business
984,2024-03-09,Europe,Business
985,2024-03-02,Asia,Business
986,2024-02-29,Asia,Business
987,2024-02-19,Asia,Business
988,2024-03-18,North America,Business
989,2024-03-15,Europe,Individual
990,2024-01-09,South America,Business
991,2024-02-03,South America,Individual
992,2024-03-16,South America,Business
993,2024-02-04,North America,Individual
994,2024-01-01,North America,Individual
995,2024-02-09,Asia,Individual
996,2024-03-04,South America,Individual
997,2024-01-22,North America,Individual
998,2024-02-29,Asia,Individual
999,2024-03-04,South America,Individual
1000,2024-03-12,Europe,Individual
